iter	Logloss	Accuracy
828	0.2904172072	0.8888888889
829	0.2904130074	0.8888888889
830	0.2903599331	0.8888888889
831	0.2902832596	0.8888888889
832	0.2902458026	0.8888888889
833	0.2901545936	0.8888888889
834	0.2900662052	0.8888888889
835	0.2899184396	0.8888888889
836	0.2899112241	0.8888888889
837	0.2898974196	0.8888888889
838	0.2897971048	0.8888888889
839	0.2897745638	0.8888888889
840	0.2897014635	0.8888888889
841	0.2896322478	0.8888888889
842	0.2896195854	0.8888888889
843	0.2896134059	0.8888888889
844	0.2896018547	0.8888888889
845	0.2894581018	0.8888888889
846	0.2893922583	0.8888888889
847	0.2892479789	0.8888888889
848	0.2889331654	0.8888888889
849	0.2888149766	0.8901373283
850	0.2887678815	0.8901373283
851	0.2885123733	0.8888888889
852	0.288416578	0.8901373283
853	0.2883959524	0.8901373283
854	0.2883759261	0.8901373283
855	0.2883659782	0.8901373283
856	0.2883238669	0.8901373283
857	0.2882389021	0.8901373283
858	0.2881130636	0.8901373283
859	0.2880682836	0.8901373283
860	0.2878630753	0.8901373283
861	0.2878370641	0.8901373283
862	0.2877989464	0.8901373283
863	0.2876789486	0.8901373283
864	0.2876260707	0.8901373283
865	0.2874363225	0.8901373283
866	0.2874157807	0.8901373283
867	0.2873235293	0.8901373283
868	0.2872972319	0.8901373283
869	0.2872723136	0.8901373283
870	0.2872292122	0.8901373283
871	0.2872127911	0.8901373283
872	0.2871827992	0.8901373283
873	0.2869018512	0.8913857678
874	0.2868853235	0.8913857678
875	0.2866149019	0.8913857678
876	0.2865522153	0.8913857678
877	0.2864964929	0.8913857678
878	0.286489791	0.8913857678
879	0.2864652252	0.8913857678
880	0.2862110591	0.8926342072
881	0.2861404744	0.8926342072
882	0.2860595331	0.8926342072
883	0.2860444491	0.8926342072
884	0.2859779411	0.8926342072
885	0.2857762331	0.8926342072
886	0.285696461	0.8926342072
887	0.2856874389	0.8926342072
888	0.2856718578	0.8926342072
889	0.2856252547	0.8926342072
890	0.2855986829	0.8926342072
891	0.2855907779	0.8926342072
892	0.2855260389	0.8926342072
893	0.2855162232	0.8926342072
894	0.2854213505	0.8926342072
895	0.2853074005	0.8926342072
896	0.285287102	0.8926342072
897	0.2852670138	0.8926342072
898	0.2852519197	0.8926342072
899	0.2852021654	0.8913857678
900	0.285195906	0.8913857678
901	0.2851899099	0.8913857678
902	0.2851419699	0.8913857678
903	0.2851174624	0.8913857678
904	0.2850679946	0.8913857678
905	0.2850398806	0.8913857678
906	0.2849671617	0.8913857678
907	0.2849634718	0.8913857678
908	0.2849066207	0.8913857678
909	0.2848791433	0.8913857678
910	0.2848506437	0.8913857678
911	0.2848043078	0.8913857678
912	0.2847886253	0.8913857678
913	0.2847595487	0.8926342072
914	0.284737834	0.8926342072
915	0.284702503	0.8926342072
916	0.2846808067	0.8926342072
917	0.2846780336	0.8926342072
918	0.2846664133	0.8926342072
919	0.2845862428	0.8926342072
920	0.2845434194	0.8926342072
921	0.2845279728	0.8926342072
922	0.2845211205	0.8926342072
923	0.2844837373	0.8926342072
924	0.28436864	0.8926342072
925	0.2843055719	0.8926342072
926	0.2840935017	0.8913857678
927	0.2840855223	0.8913857678
928	0.2840426131	0.8913857678
929	0.2840323397	0.8913857678
930	0.2840165733	0.8913857678
931	0.2840052533	0.8913857678
932	0.2839322742	0.8913857678
933	0.2839105417	0.8913857678
934	0.2838758664	0.8913857678
935	0.283685873	0.8913857678
936	0.2836784041	0.8913857678
937	0.2836209362	0.8913857678
938	0.2835893414	0.8913857678
939	0.283583705	0.8913857678
940	0.2835744184	0.8913857678
941	0.2835403804	0.8913857678
942	0.2835281354	0.8913857678
943	0.2835259925	0.8913857678
944	0.2832258952	0.8913857678
945	0.2831798311	0.8913857678
946	0.2831720943	0.8913857678
947	0.2831020295	0.8913857678
948	0.2829539025	0.8913857678
949	0.2828690961	0.8913857678
950	0.2828141755	0.8913857678
951	0.2825889371	0.8913857678
952	0.2825823536	0.8913857678
953	0.2825241442	0.8913857678
954	0.2825107329	0.8913857678
955	0.282504645	0.8913857678
956	0.2824963396	0.8913857678
957	0.2824420975	0.8913857678
958	0.2824126185	0.8913857678
959	0.2821341003	0.8913857678
960	0.2821196233	0.8913857678
961	0.2821043353	0.8913857678
962	0.2819715457	0.8913857678
963	0.2818944793	0.8913857678
964	0.2818558857	0.8913857678
965	0.2818473193	0.8913857678
966	0.2817887761	0.8913857678
967	0.2816207853	0.8913857678
968	0.281579118	0.8913857678
969	0.2814939333	0.8926342072
970	0.2814811176	0.8926342072
971	0.2814357831	0.8926342072
972	0.281188672	0.8926342072
973	0.2809300518	0.8926342072
974	0.2808637982	0.8926342072
975	0.2808420726	0.8926342072
976	0.2807937175	0.8926342072
977	0.2807868528	0.8926342072
978	0.280689074	0.8926342072
979	0.2805701103	0.8926342072
980	0.2805537354	0.8926342072
981	0.2804916132	0.8926342072
982	0.2804890184	0.8926342072
983	0.2803488172	0.8926342072
984	0.2801573068	0.8926342072
985	0.2800621842	0.8926342072
986	0.2799586822	0.8926342072
987	0.2799434821	0.8926342072
988	0.2798955806	0.8926342072
989	0.2798547624	0.8926342072
990	0.2797249813	0.8926342072
991	0.2796863585	0.8926342072
992	0.2796401561	0.8926342072
993	0.2796187686	0.8926342072
994	0.2793550346	0.8926342072
995	0.279348795	0.8926342072
996	0.2793272615	0.8926342072
997	0.2792713023	0.8926342072
998	0.2792540646	0.8926342072
999	0.2792143982	0.8926342072
